starttime	seconds	ctime	dtime	ttime	wait
Sun Feb 26 13:49:54 2017	1488138594	1	462	462	1
Sun Feb 26 13:49:54 2017	1488138594	0	465	465	0
Sun Feb 26 13:49:54 2017	1488138594	2	493	495	1
Sun Feb 26 13:49:54 2017	1488138594	0	513	513	1
Sun Feb 26 13:48:51 2017	1488138531	0	730	731	1
Sun Feb 26 13:48:51 2017	1488138531	0	734	735	1
Sun Feb 26 13:48:51 2017	1488138531	1	736	737	10
Sun Feb 26 13:48:51 2017	1488138531	0	741	741	1
Sun Feb 26 13:48:51 2017	1488138531	0	744	744	1
Sun Feb 26 13:48:51 2017	1488138531	0	762	762	1
Sun Feb 26 13:48:51 2017	1488138531	0	763	763	1
Sun Feb 26 13:48:51 2017	1488138531	0	763	763	1
Sun Feb 26 13:48:51 2017	1488138531	0	768	768	1
Sun Feb 26 13:48:52 2017	1488138532	0	796	797	1
Sun Feb 26 13:48:52 2017	1488138532	0	797	797	1
Sun Feb 26 13:48:52 2017	1488138532	0	798	798	1
Sun Feb 26 13:48:52 2017	1488138532	0	798	798	1
Sun Feb 26 13:48:52 2017	1488138532	0	800	800	1
Sun Feb 26 13:48:52 2017	1488138532	0	802	803	1
Sun Feb 26 13:48:52 2017	1488138532	0	808	809	1
Sun Feb 26 13:48:52 2017	1488138532	0	816	816	1
Sun Feb 26 13:48:52 2017	1488138532	0	863	864	1
Sun Feb 26 13:48:52 2017	1488138532	0	898	898	1
Sun Feb 26 13:49:53 2017	1488138593	0	937	938	1
Sun Feb 26 13:48:52 2017	1488138532	0	947	947	1
Sun Feb 26 13:48:52 2017	1488138532	0	948	948	1
Sun Feb 26 13:48:52 2017	1488138532	0	992	992	1
Sun Feb 26 13:48:52 2017	1488138532	0	1013	1013	1
Sun Feb 26 13:48:52 2017	1488138532	0	1013	1013	1
Sun Feb 26 13:48:54 2017	1488138534	0	1014	1014	1
Sun Feb 26 13:48:55 2017	1488138535	0	1019	1019	1
Sun Feb 26 13:48:52 2017	1488138532	0	1021	1021	2
Sun Feb 26 13:48:52 2017	1488138532	0	1025	1025	1
Sun Feb 26 13:48:53 2017	1488138533	0	1026	1026	1
Sun Feb 26 13:48:55 2017	1488138535	0	1026	1026	1
Sun Feb 26 13:48:55 2017	1488138535	0	1027	1027	1
Sun Feb 26 13:48:52 2017	1488138532	0	1028	1028	1
Sun Feb 26 13:48:54 2017	1488138534	0	1029	1029	1
Sun Feb 26 13:48:55 2017	1488138535	1	1030	1031	1
Sun Feb 26 13:48:55 2017	1488138535	0	1031	1031	1
Sun Feb 26 13:48:53 2017	1488138533	0	1033	1033	1
Sun Feb 26 13:48:52 2017	1488138532	1	1037	1037	31
Sun Feb 26 13:48:53 2017	1488138533	0	1041	1041	1
Sun Feb 26 13:48:52 2017	1488138532	8	1037	1045	8
Sun Feb 26 13:48:55 2017	1488138535	0	1045	1045	1
Sun Feb 26 13:48:53 2017	1488138533	0	1052	1052	1
Sun Feb 26 13:48:52 2017	1488138532	1	1052	1053	26
Sun Feb 26 13:48:53 2017	1488138533	0	1053	1053	1
Sun Feb 26 13:48:53 2017	1488138533	0	1055	1056	1
Sun Feb 26 13:48:53 2017	1488138533	0	1056	1057	1
Sun Feb 26 13:48:53 2017	1488138533	0	1056	1057	1
Sun Feb 26 13:48:52 2017	1488138532	0	1056	1057	14
Sun Feb 26 13:48:54 2017	1488138534	6	1055	1061	21
Sun Feb 26 13:48:53 2017	1488138533	0	1063	1063	2
Sun Feb 26 13:48:54 2017	1488138534	0	1063	1063	1
Sun Feb 26 13:48:53 2017	1488138533	1	1063	1064	1
Sun Feb 26 13:48:53 2017	1488138533	1	1064	1065	1
Sun Feb 26 13:49:04 2017	1488138544	2	1068	1070	1
Sun Feb 26 13:48:52 2017	1488138532	0	1071	1072	31
Sun Feb 26 13:48:53 2017	1488138533	0	1077	1077	1
Sun Feb 26 13:48:50 2017	1488138530	0	1081	1081	108
Sun Feb 26 13:48:54 2017	1488138534	0	1081	1081	1
Sun Feb 26 13:48:54 2017	1488138534	0	1082	1082	1
Sun Feb 26 13:48:53 2017	1488138533	0	1083	1084	1
Sun Feb 26 13:48:54 2017	1488138534	0	1085	1086	1
Sun Feb 26 13:48:54 2017	1488138534	0	1086	1086	1
Sun Feb 26 13:48:54 2017	1488138534	6	1082	1087	18
Sun Feb 26 13:48:55 2017	1488138535	9	1081	1090	6
Sun Feb 26 13:48:53 2017	1488138533	0	1090	1091	1
Sun Feb 26 13:49:03 2017	1488138543	0	1094	1094	1
Sun Feb 26 13:48:53 2017	1488138533	0	1095	1095	1
Sun Feb 26 13:48:53 2017	1488138533	0	1095	1095	3
Sun Feb 26 13:48:54 2017	1488138534	0	1096	1096	1
Sun Feb 26 13:48:53 2017	1488138533	0	1097	1097	1
Sun Feb 26 13:48:50 2017	1488138530	0	1097	1097	109
Sun Feb 26 13:48:52 2017	1488138532	1	1099	1100	39
Sun Feb 26 13:48:55 2017	1488138535	5	1095	1100	15
Sun Feb 26 13:49:03 2017	1488138543	1	1103	1103	1
Sun Feb 26 13:48:52 2017	1488138532	4	1099	1104	35
Sun Feb 26 13:49:03 2017	1488138543	1	1103	1105	1
Sun Feb 26 13:48:53 2017	1488138533	1	1105	1106	0
Sun Feb 26 13:48:50 2017	1488138530	0	1112	1113	107
Sun Feb 26 13:48:50 2017	1488138530	1	1117	1118	153
Sun Feb 26 13:48:50 2017	1488138530	0	1120	1121	153
Sun Feb 26 13:48:50 2017	1488138530	0	1122	1122	153
Sun Feb 26 13:49:03 2017	1488138543	1	1124	1124	1
Sun Feb 26 13:49:00 2017	1488138540	0	1126	1126	1
Sun Feb 26 13:48:50 2017	1488138530	0	1126	1126	153
Sun Feb 26 13:49:02 2017	1488138542	0	1127	1127	1
Sun Feb 26 13:49:02 2017	1488138542	1	1131	1131	1
Sun Feb 26 13:49:03 2017	1488138543	0	1131	1132	1
Sun Feb 26 13:48:50 2017	1488138530	1	1135	1135	108
Sun Feb 26 13:49:00 2017	1488138540	0	1137	1137	1
Sun Feb 26 13:49:02 2017	1488138542	0	1139	1140	1
Sun Feb 26 13:49:00 2017	1488138540	0	1142	1143	1
Sun Feb 26 13:49:02 2017	1488138542	0	1143	1143	2
Sun Feb 26 13:49:04 2017	1488138544	1	1143	1144	1
Sun Feb 26 13:48:55 2017	1488138535	1	1143	1145	2
Sun Feb 26 13:49:02 2017	1488138542	0	1145	1145	1
Sun Feb 26 13:48:55 2017	1488138535	0	1145	1146	2
Sun Feb 26 13:49:02 2017	1488138542	0	1145	1146	1
Sun Feb 26 13:49:02 2017	1488138542	0	1147	1147	1
Sun Feb 26 13:49:03 2017	1488138543	0	1147	1147	2
Sun Feb 26 13:49:02 2017	1488138542	0	1147	1148	1
Sun Feb 26 13:48:55 2017	1488138535	0	1148	1148	1
Sun Feb 26 13:49:04 2017	1488138544	0	1150	1151	1
Sun Feb 26 13:49:03 2017	1488138543	0	1151	1152	2
Sun Feb 26 13:49:02 2017	1488138542	0	1152	1153	0
Sun Feb 26 13:48:50 2017	1488138530	1	1153	1153	153
Sun Feb 26 13:49:02 2017	1488138542	0	1154	1154	0
Sun Feb 26 13:49:02 2017	1488138542	0	1156	1157	1
Sun Feb 26 13:48:50 2017	1488138530	0	1156	1157	152
Sun Feb 26 13:49:00 2017	1488138540	0	1158	1158	1
Sun Feb 26 13:49:01 2017	1488138541	0	1158	1158	1
Sun Feb 26 13:48:54 2017	1488138534	0	1159	1159	1
Sun Feb 26 13:49:02 2017	1488138542	0	1159	1159	1
Sun Feb 26 13:49:02 2017	1488138542	0	1159	1159	1
Sun Feb 26 13:48:55 2017	1488138535	1	1159	1160	1
Sun Feb 26 13:49:03 2017	1488138543	1	1161	1161	3
Sun Feb 26 13:49:01 2017	1488138541	0	1163	1163	1
Sun Feb 26 13:49:00 2017	1488138540	0	1164	1164	1
Sun Feb 26 13:49:01 2017	1488138541	0	1165	1165	1
Sun Feb 26 13:48:50 2017	1488138530	0	1169	1169	110
Sun Feb 26 13:49:03 2017	1488138543	0	1169	1170	1
Sun Feb 26 13:49:03 2017	1488138543	1	1170	1171	1
Sun Feb 26 13:49:03 2017	1488138543	0	1172	1172	1
Sun Feb 26 13:49:02 2017	1488138542	0	1174	1174	1
Sun Feb 26 13:48:55 2017	1488138535	0	1183	1183	1
Sun Feb 26 13:49:01 2017	1488138541	0	1183	1183	1
Sun Feb 26 13:49:04 2017	1488138544	0	1183	1184	1
Sun Feb 26 13:49:02 2017	1488138542	0	1185	1185	1
Sun Feb 26 13:48:57 2017	1488138537	1	1187	1187	1
Sun Feb 26 13:48:59 2017	1488138539	0	1188	1189	1
Sun Feb 26 13:49:04 2017	1488138544	0	1189	1190	1
Sun Feb 26 13:49:04 2017	1488138544	0	1189	1190	1
Sun Feb 26 13:48:55 2017	1488138535	0	1190	1190	1
Sun Feb 26 13:48:59 2017	1488138539	0	1191	1191	1
Sun Feb 26 13:49:02 2017	1488138542	0	1191	1191	1
Sun Feb 26 13:48:55 2017	1488138535	0	1191	1192	1
Sun Feb 26 13:48:57 2017	1488138537	0	1192	1192	1
Sun Feb 26 13:49:01 2017	1488138541	0	1193	1193	1
Sun Feb 26 13:49:06 2017	1488138546	0	1193	1194	1
Sun Feb 26 13:49:06 2017	1488138546	0	1193	1194	1
Sun Feb 26 13:49:01 2017	1488138541	1	1192	1194	1
Sun Feb 26 13:48:57 2017	1488138537	0	1194	1194	1
Sun Feb 26 13:49:02 2017	1488138542	1	1195	1196	1
Sun Feb 26 13:48:57 2017	1488138537	0	1198	1199	3
Sun Feb 26 13:49:01 2017	1488138541	0	1198	1199	1
Sun Feb 26 13:49:03 2017	1488138543	0	1200	1201	1
Sun Feb 26 13:49:01 2017	1488138541	0	1201	1201	1
Sun Feb 26 13:49:00 2017	1488138540	0	1201	1202	1
Sun Feb 26 13:49:03 2017	1488138543	0	1202	1202	1
Sun Feb 26 13:48:56 2017	1488138536	0	1204	1204	1
Sun Feb 26 13:49:00 2017	1488138540	1	1204	1205	24
Sun Feb 26 13:48:56 2017	1488138536	0	1206	1206	1
Sun Feb 26 13:49:01 2017	1488138541	7	1200	1206	15
Sun Feb 26 13:48:57 2017	1488138537	1	1206	1207	1
Sun Feb 26 13:48:56 2017	1488138536	1	1206	1207	1
Sun Feb 26 13:49:06 2017	1488138546	1	1207	1208	1
Sun Feb 26 13:49:08 2017	1488138548	0	1207	1208	1
Sun Feb 26 13:48:57 2017	1488138537	0	1208	1208	7
Sun Feb 26 13:49:00 2017	1488138540	6	1202	1208	11
Sun Feb 26 13:48:59 2017	1488138539	1	1208	1208	1
Sun Feb 26 13:49:01 2017	1488138541	1	1208	1208	8
Sun Feb 26 13:48:58 2017	1488138538	0	1209	1209	1
Sun Feb 26 13:49:03 2017	1488138543	0	1209	1209	1
Sun Feb 26 13:49:06 2017	1488138546	0	1210	1210	1
Sun Feb 26 13:48:56 2017	1488138536	0	1210	1210	1
Sun Feb 26 13:48:59 2017	1488138539	1	1210	1211	1
Sun Feb 26 13:49:03 2017	1488138543	0	1211	1211	1
Sun Feb 26 13:49:04 2017	1488138544	1	1211	1211	1
Sun Feb 26 13:48:59 2017	1488138539	0	1211	1211	1
Sun Feb 26 13:49:01 2017	1488138541	2	1209	1212	25
Sun Feb 26 13:49:08 2017	1488138548	0	1211	1212	1
Sun Feb 26 13:49:04 2017	1488138544	0	1212	1212	1
Sun Feb 26 13:49:10 2017	1488138550	0	1212	1212	1
Sun Feb 26 13:49:00 2017	1488138540	1	1212	1213	1
Sun Feb 26 13:49:04 2017	1488138544	0	1213	1213	1
Sun Feb 26 13:49:04 2017	1488138544	0	1213	1213	1
Sun Feb 26 13:49:08 2017	1488138548	0	1213	1214	1
Sun Feb 26 13:49:06 2017	1488138546	0	1214	1214	1
Sun Feb 26 13:48:57 2017	1488138537	0	1214	1214	1
Sun Feb 26 13:48:56 2017	1488138536	0	1214	1214	1
Sun Feb 26 13:48:56 2017	1488138536	1	1214	1215	0
Sun Feb 26 13:48:56 2017	1488138536	0	1215	1215	2
Sun Feb 26 13:49:08 2017	1488138548	0	1215	1215	2
Sun Feb 26 13:48:58 2017	1488138538	0	1215	1215	1
Sun Feb 26 13:48:56 2017	1488138536	0	1215	1215	1
Sun Feb 26 13:49:10 2017	1488138550	0	1215	1216	2
Sun Feb 26 13:48:57 2017	1488138537	1	1216	1217	2
Sun Feb 26 13:49:00 2017	1488138540	0	1218	1218	1
Sun Feb 26 13:49:22 2017	1488138562	0	1218	1218	1
Sun Feb 26 13:48:56 2017	1488138536	0	1218	1218	3
Sun Feb 26 13:49:22 2017	1488138562	0	1218	1218	1
Sun Feb 26 13:49:00 2017	1488138540	5	1214	1219	35
Sun Feb 26 13:49:06 2017	1488138546	0	1219	1219	1
Sun Feb 26 13:49:04 2017	1488138544	1	1219	1219	1
Sun Feb 26 13:48:59 2017	1488138539	0	1220	1220	1
Sun Feb 26 13:49:06 2017	1488138546	0	1220	1221	1
Sun Feb 26 13:48:59 2017	1488138539	0	1221	1222	1
Sun Feb 26 13:48:58 2017	1488138538	0	1224	1225	0
Sun Feb 26 13:49:18 2017	1488138558	0	1225	1225	2
Sun Feb 26 13:49:18 2017	1488138558	0	1225	1225	1
Sun Feb 26 13:48:57 2017	1488138537	0	1225	1225	1
Sun Feb 26 13:49:22 2017	1488138562	0	1227	1227	1
Sun Feb 26 13:49:18 2017	1488138558	2	1226	1229	1
Sun Feb 26 13:48:58 2017	1488138538	1	1228	1229	1
Sun Feb 26 13:49:04 2017	1488138544	0	1229	1229	0
Sun Feb 26 13:49:22 2017	1488138562	1	1229	1229	2
Sun Feb 26 13:49:19 2017	1488138559	1	1228	1229	0
Sun Feb 26 13:49:03 2017	1488138543	0	1230	1230	1
Sun Feb 26 13:49:18 2017	1488138558	0	1231	1231	2
Sun Feb 26 13:49:22 2017	1488138562	0	1231	1231	1
Sun Feb 26 13:49:23 2017	1488138563	0	1231	1231	0
Sun Feb 26 13:49:19 2017	1488138559	0	1231	1232	2
Sun Feb 26 13:49:12 2017	1488138552	0	1232	1232	1
Sun Feb 26 13:49:19 2017	1488138559	0	1232	1233	1
Sun Feb 26 13:49:04 2017	1488138544	1	1232	1233	0
Sun Feb 26 13:49:19 2017	1488138559	1	1233	1233	0
Sun Feb 26 13:49:12 2017	1488138552	0	1233	1233	1
Sun Feb 26 13:49:12 2017	1488138552	1	1233	1234	2
Sun Feb 26 13:49:19 2017	1488138559	0	1234	1235	1
Sun Feb 26 13:49:14 2017	1488138554	0	1235	1235	1
Sun Feb 26 13:48:57 2017	1488138537	0	1235	1235	1
Sun Feb 26 13:49:18 2017	1488138558	1	1235	1236	0
Sun Feb 26 13:49:08 2017	1488138548	0	1235	1236	1
Sun Feb 26 13:49:21 2017	1488138561	0	1236	1236	1
Sun Feb 26 13:49:14 2017	1488138554	0	1236	1236	1
Sun Feb 26 13:49:14 2017	1488138554	0	1237	1237	1
Sun Feb 26 13:49:08 2017	1488138548	0	1237	1237	2
Sun Feb 26 13:49:12 2017	1488138552	0	1237	1237	1
Sun Feb 26 13:49:03 2017	1488138543	0	1237	1237	0
Sun Feb 26 13:49:19 2017	1488138559	0	1237	1237	1
Sun Feb 26 13:49:13 2017	1488138553	1	1237	1238	1
Sun Feb 26 13:48:57 2017	1488138537	0	1238	1238	1
Sun Feb 26 13:48:57 2017	1488138537	0	1237	1238	1
Sun Feb 26 13:49:05 2017	1488138545	1	1237	1238	1
Sun Feb 26 13:49:21 2017	1488138561	0	1238	1238	1
Sun Feb 26 13:49:12 2017	1488138552	1	1237	1238	0
Sun Feb 26 13:49:13 2017	1488138553	0	1238	1238	1
Sun Feb 26 13:49:10 2017	1488138550	0	1238	1239	1
Sun Feb 26 13:49:18 2017	1488138558	0	1239	1239	1
Sun Feb 26 13:49:12 2017	1488138552	0	1239	1239	1
Sun Feb 26 13:49:10 2017	1488138550	0	1239	1239	1
Sun Feb 26 13:49:08 2017	1488138548	0	1239	1239	1
Sun Feb 26 13:49:13 2017	1488138553	1	1239	1240	0
Sun Feb 26 13:48:59 2017	1488138539	0	1239	1240	1
Sun Feb 26 13:48:58 2017	1488138538	0	1239	1240	1
Sun Feb 26 13:49:12 2017	1488138552	0	1239	1240	1
Sun Feb 26 13:49:23 2017	1488138563	0	1240	1240	0
Sun Feb 26 13:49:14 2017	1488138554	0	1240	1240	1
Sun Feb 26 13:48:59 2017	1488138539	0	1240	1240	2
Sun Feb 26 13:49:10 2017	1488138550	1	1239	1240	1
Sun Feb 26 13:49:03 2017	1488138543	0	1241	1241	1
Sun Feb 26 13:49:19 2017	1488138559	0	1241	1241	1
Sun Feb 26 13:49:18 2017	1488138558	0	1241	1241	1
Sun Feb 26 13:49:11 2017	1488138551	0	1241	1241	1
Sun Feb 26 13:49:19 2017	1488138559	0	1241	1241	1
Sun Feb 26 13:49:04 2017	1488138544	0	1242	1242	1
Sun Feb 26 13:49:15 2017	1488138555	1	1242	1243	0
Sun Feb 26 13:49:18 2017	1488138558	0	1243	1243	1
Sun Feb 26 13:49:15 2017	1488138555	0	1243	1243	1
Sun Feb 26 13:48:57 2017	1488138537	0	1244	1244	1
Sun Feb 26 13:49:00 2017	1488138540	8	1236	1244	6
Sun Feb 26 13:49:21 2017	1488138561	0	1243	1244	1
Sun Feb 26 13:49:21 2017	1488138561	0	1244	1244	1
Sun Feb 26 13:48:58 2017	1488138538	0	1243	1244	1
Sun Feb 26 13:49:22 2017	1488138562	1	1243	1244	0
Sun Feb 26 13:48:57 2017	1488138537	0	1244	1244	1
Sun Feb 26 13:49:13 2017	1488138553	0	1244	1244	1
Sun Feb 26 13:48:57 2017	1488138537	0	1244	1245	1
Sun Feb 26 13:49:12 2017	1488138552	1	1244	1245	1
Sun Feb 26 13:49:13 2017	1488138553	2	1243	1245	1
Sun Feb 26 13:49:21 2017	1488138561	1	1245	1245	2
Sun Feb 26 13:49:14 2017	1488138554	0	1245	1246	0
Sun Feb 26 13:49:26 2017	1488138566	0	1246	1246	1
Sun Feb 26 13:49:10 2017	1488138550	0	1246	1246	1
Sun Feb 26 13:49:23 2017	1488138563	0	1246	1246	1
Sun Feb 26 13:49:18 2017	1488138558	0	1246	1246	1
Sun Feb 26 13:49:53 2017	1488138593	0	1246	1247	1
Sun Feb 26 13:49:07 2017	1488138547	0	1247	1247	2
Sun Feb 26 13:49:18 2017	1488138558	0	1247	1247	0
Sun Feb 26 13:48:59 2017	1488138539	0	1247	1247	1
Sun Feb 26 13:48:58 2017	1488138538	0	1247	1247	1
Sun Feb 26 13:49:00 2017	1488138540	5	1242	1247	27
Sun Feb 26 13:49:02 2017	1488138542	3	1245	1247	1
Sun Feb 26 13:49:14 2017	1488138554	0	1247	1248	1
Sun Feb 26 13:49:19 2017	1488138559	0	1248	1248	1
Sun Feb 26 13:49:26 2017	1488138566	0	1248	1248	1
Sun Feb 26 13:49:13 2017	1488138553	0	1248	1248	1
Sun Feb 26 13:49:26 2017	1488138566	1	1248	1248	1
Sun Feb 26 13:49:07 2017	1488138547	0	1248	1249	1
Sun Feb 26 13:48:57 2017	1488138537	0	1248	1249	1
Sun Feb 26 13:49:19 2017	1488138559	0	1249	1249	0
Sun Feb 26 13:49:23 2017	1488138563	1	1248	1249	1
Sun Feb 26 13:49:12 2017	1488138552	0	1248	1249	1
Sun Feb 26 13:49:26 2017	1488138566	0	1249	1249	1
Sun Feb 26 13:49:23 2017	1488138563	0	1249	1249	1
Sun Feb 26 13:49:23 2017	1488138563	0	1249	1249	1
Sun Feb 26 13:49:10 2017	1488138550	0	1249	1249	1
Sun Feb 26 13:49:21 2017	1488138561	0	1249	1250	1
Sun Feb 26 13:48:57 2017	1488138537	1	1249	1250	1
Sun Feb 26 13:48:57 2017	1488138537	0	1250	1250	2
Sun Feb 26 13:49:23 2017	1488138563	0	1250	1251	1
Sun Feb 26 13:49:19 2017	1488138559	0	1250	1251	1
Sun Feb 26 13:49:25 2017	1488138565	1	1250	1251	0
Sun Feb 26 13:49:19 2017	1488138559	0	1251	1251	1
Sun Feb 26 13:49:10 2017	1488138550	0	1251	1251	1
Sun Feb 26 13:49:05 2017	1488138545	0	1251	1252	1
Sun Feb 26 13:49:26 2017	1488138566	0	1251	1252	2
Sun Feb 26 13:49:06 2017	1488138546	0	1252	1252	1
Sun Feb 26 13:49:23 2017	1488138563	1	1251	1252	1
Sun Feb 26 13:49:10 2017	1488138550	0	1252	1252	1
Sun Feb 26 13:49:01 2017	1488138541	0	1252	1252	1
Sun Feb 26 13:49:14 2017	1488138554	0	1252	1252	1
Sun Feb 26 13:49:25 2017	1488138565	1	1252	1252	1
Sun Feb 26 13:49:12 2017	1488138552	0	1252	1252	1
Sun Feb 26 13:49:21 2017	1488138561	0	1253	1253	1
Sun Feb 26 13:49:13 2017	1488138553	0	1252	1253	1
Sun Feb 26 13:49:25 2017	1488138565	0	1253	1253	1
Sun Feb 26 13:49:22 2017	1488138562	0	1253	1253	0
Sun Feb 26 13:49:10 2017	1488138550	0	1253	1254	2
Sun Feb 26 13:48:50 2017	1488138530	1	1253	1254	109
Sun Feb 26 13:49:25 2017	1488138565	0	1254	1254	1
Sun Feb 26 13:49:13 2017	1488138553	1	1253	1254	0
Sun Feb 26 13:49:19 2017	1488138559	1	1254	1254	1
Sun Feb 26 13:49:13 2017	1488138553	0	1254	1254	2
Sun Feb 26 13:49:21 2017	1488138561	0	1254	1254	1
Sun Feb 26 13:48:56 2017	1488138536	0	1254	1255	1
Sun Feb 26 13:48:59 2017	1488138539	0	1254	1255	1
Sun Feb 26 13:49:27 2017	1488138567	0	1255	1255	1
Sun Feb 26 13:49:44 2017	1488138584	0	1255	1255	1
Sun Feb 26 13:49:22 2017	1488138562	0	1255	1255	0
Sun Feb 26 13:49:14 2017	1488138554	0	1255	1255	1
Sun Feb 26 13:49:20 2017	1488138560	0	1255	1255	1
Sun Feb 26 13:49:26 2017	1488138566	2	1254	1256	1
Sun Feb 26 13:49:19 2017	1488138559	0	1256	1256	1
Sun Feb 26 13:49:15 2017	1488138555	0	1256	1256	1
Sun Feb 26 13:49:15 2017	1488138555	0	1256	1256	1
Sun Feb 26 13:49:21 2017	1488138561	0	1257	1257	1
Sun Feb 26 13:49:23 2017	1488138563	0	1257	1257	1
Sun Feb 26 13:48:56 2017	1488138536	3	1254	1257	1
Sun Feb 26 13:49:23 2017	1488138563	0	1258	1258	1
Sun Feb 26 13:49:27 2017	1488138567	0	1258	1258	1
Sun Feb 26 13:49:04 2017	1488138544	0	1258	1259	1
Sun Feb 26 13:49:13 2017	1488138553	1	1258	1259	0
Sun Feb 26 13:49:18 2017	1488138558	0	1258	1259	1
Sun Feb 26 13:49:12 2017	1488138552	0	1259	1259	1
Sun Feb 26 13:49:27 2017	1488138567	0	1259	1259	1
Sun Feb 26 13:49:25 2017	1488138565	1	1259	1259	1
Sun Feb 26 13:49:16 2017	1488138556	0	1259	1260	2
Sun Feb 26 13:49:23 2017	1488138563	1	1259	1260	1
Sun Feb 26 13:49:21 2017	1488138561	0	1259	1260	1
Sun Feb 26 13:49:27 2017	1488138567	1	1259	1260	0
Sun Feb 26 13:49:27 2017	1488138567	0	1260	1260	1
Sun Feb 26 13:48:56 2017	1488138536	0	1260	1260	1
Sun Feb 26 13:49:18 2017	1488138558	0	1260	1260	1
Sun Feb 26 13:49:26 2017	1488138566	0	1260	1260	5
Sun Feb 26 13:49:12 2017	1488138552	1	1259	1260	0
Sun Feb 26 13:48:58 2017	1488138538	0	1260	1260	1
Sun Feb 26 13:49:13 2017	1488138553	1	1259	1260	0
Sun Feb 26 13:49:18 2017	1488138558	0	1260	1260	2
Sun Feb 26 13:49:27 2017	1488138567	0	1260	1260	1
Sun Feb 26 13:49:30 2017	1488138570	0	1260	1261	1
Sun Feb 26 13:49:27 2017	1488138567	0	1260	1261	1
Sun Feb 26 13:49:24 2017	1488138564	0	1260	1261	1
Sun Feb 26 13:49:11 2017	1488138551	0	1260	1261	1
Sun Feb 26 13:49:07 2017	1488138547	0	1261	1261	1
Sun Feb 26 13:49:30 2017	1488138570	1	1260	1261	1
Sun Feb 26 13:49:30 2017	1488138570	0	1261	1261	1
Sun Feb 26 13:49:14 2017	1488138554	0	1261	1261	1
Sun Feb 26 13:49:10 2017	1488138550	0	1261	1261	1
Sun Feb 26 13:49:29 2017	1488138569	1	1260	1261	1
Sun Feb 26 13:49:22 2017	1488138562	0	1261	1261	2
Sun Feb 26 13:49:13 2017	1488138553	0	1261	1261	1
Sun Feb 26 13:49:44 2017	1488138584	0	1261	1261	0
Sun Feb 26 13:49:27 2017	1488138567	0	1261	1262	1
Sun Feb 26 13:49:22 2017	1488138562	1	1261	1262	0
Sun Feb 26 13:48:58 2017	1488138538	0	1262	1262	1
Sun Feb 26 13:49:44 2017	1488138584	0	1262	1262	0
Sun Feb 26 13:49:23 2017	1488138563	0	1262	1263	0
Sun Feb 26 13:49:13 2017	1488138553	0	1263	1263	1
Sun Feb 26 13:49:11 2017	1488138551	0	1262	1263	1
Sun Feb 26 13:49:30 2017	1488138570	0	1263	1263	0
Sun Feb 26 13:49:14 2017	1488138554	0	1263	1263	1
Sun Feb 26 13:49:10 2017	1488138550	0	1263	1263	1
Sun Feb 26 13:49:07 2017	1488138547	0	1263	1264	1
Sun Feb 26 13:48:59 2017	1488138539	0	1264	1264	1
Sun Feb 26 13:49:30 2017	1488138570	0	1264	1264	1
Sun Feb 26 13:49:30 2017	1488138570	0	1264	1264	1
Sun Feb 26 13:49:12 2017	1488138552	0	1264	1264	2
Sun Feb 26 13:49:27 2017	1488138567	0	1264	1264	1
Sun Feb 26 13:49:27 2017	1488138567	0	1264	1264	1
Sun Feb 26 13:48:58 2017	1488138538	0	1264	1264	1
Sun Feb 26 13:49:23 2017	1488138563	0	1264	1264	1
Sun Feb 26 13:49:13 2017	1488138553	0	1264	1265	1
Sun Feb 26 13:48:58 2017	1488138538	0	1265	1265	1
Sun Feb 26 13:49:27 2017	1488138567	0	1265	1265	0
Sun Feb 26 13:49:07 2017	1488138547	0	1265	1265	1
Sun Feb 26 13:49:29 2017	1488138569	0	1265	1265	1
Sun Feb 26 13:49:20 2017	1488138560	0	1265	1265	1
Sun Feb 26 13:49:23 2017	1488138563	0	1265	1265	1
Sun Feb 26 13:49:12 2017	1488138552	1	1265	1265	1
Sun Feb 26 13:49:23 2017	1488138563	0	1265	1266	0
Sun Feb 26 13:48:58 2017	1488138538	0	1265	1266	1
Sun Feb 26 13:49:23 2017	1488138563	1	1265	1266	1
Sun Feb 26 13:49:16 2017	1488138556	0	1266	1266	1
Sun Feb 26 13:49:24 2017	1488138564	0	1265	1266	2
Sun Feb 26 13:49:44 2017	1488138584	0	1266	1266	2
Sun Feb 26 13:49:05 2017	1488138545	0	1266	1267	1
Sun Feb 26 13:49:18 2017	1488138558	0	1266	1267	1
Sun Feb 26 13:49:45 2017	1488138585	0	1266	1267	1
Sun Feb 26 13:49:16 2017	1488138556	0	1267	1267	1
Sun Feb 26 13:49:27 2017	1488138567	0	1267	1267	1
Sun Feb 26 13:49:27 2017	1488138567	0	1267	1267	1
Sun Feb 26 13:49:44 2017	1488138584	0	1267	1268	1
Sun Feb 26 13:49:22 2017	1488138562	0	1267	1268	1
Sun Feb 26 13:49:13 2017	1488138553	0	1268	1268	1
Sun Feb 26 13:48:59 2017	1488138539	0	1268	1268	1
Sun Feb 26 13:49:44 2017	1488138584	0	1268	1269	1
Sun Feb 26 13:49:14 2017	1488138554	0	1268	1269	1
Sun Feb 26 13:49:29 2017	1488138569	0	1269	1269	1
Sun Feb 26 13:49:29 2017	1488138569	0	1269	1269	1
Sun Feb 26 13:49:44 2017	1488138584	0	1270	1270	0
Sun Feb 26 13:49:00 2017	1488138540	0	1270	1270	2
